n_workers,sequential_ms,threaded_ms,threaded_speedup,multiprocess_ms,multiprocess_speedup
1,387.98450003378093,375.74029999086633,1.0325868692903375,1001.4984000008553,0.38740401385908313
2,387.98450003378093,376.42879999475554,1.0306982357332553,3248.2739000115544,0.11944328341042941
4,387.98450003378093,393.774600001052,0.9852959028661178,4199.735199974384,0.09238308644700918
8,387.98450003378093,400.8730999776162,0.967848678435757,3483.6171999922954,0.1113740338733656
